# SSG Issues Database
# id	file_path	category	status	severity	description	last_updated	source
ISS-1181	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/flowchart/FlowchartDb.scala	incomplete-port	resolved	low	 — red:6434191a fix:edff0f98 test:FlowchartNoTargetIss1181Suite audit:PASS (Opus 4.8 port-auditor first try) — setLink target now Nullable[String]=Nullable.empty stored raw (flowDb.ts:345-352, no _blank default); renderer emits target attr only for sandbox(_top) or present linkTarget else none (nodes.js:69-74, flowRenderer-v3-unified.ts:75-79); parser wraps explicit targets, omitted→empty. 2 proof-of-red (stash-all-3 won't compile=behavior unreachable; renderer-only behavioral red on target=_blank); FlowchartLinkIss1061Suite 10/0 (call-site-only adaptation, no expectation change) ClassLinkSanitize 2/0; all-3-platform compile clean; not covenanted; sandbox semantics preserved; ISS-1185 (sandbox-in-setLink) NOT bundled. ratchet CLEAN shortcut_hits 131	2026-06-21	manual
ISS-1182	ssg-commons/src/main/scalanative/ssg/commons/io/FilePathPlatform.scala	bug	resolved	low	 — red:c9113fab fix:dc19f290 test:FilePathIss1182Suite audit:PASS (Opus 4.8 first try) — Native normalize maps '.'->'' mirroring JS FilePathPlatform.scala:108, matching JVM Paths.get('.').normalize()==''; surgical (literal-dot only, multi-segment unaffected, JVM/JS untouched); Native stash proof-of-red (literal-dot 1/4 fail w/o fix); Native 4/4 JVM 4/4 JS 4/4, Native FilePathIss982Suite 46/46, all-3-platform compile clean; not covenanted (no stamp); ratchet CLEAN shortcut_hits 131	2026-06-21	manual
ISS-1183	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	bug	resolved	low	 — red:93d5942d fix:ec831240 test:RepetitionLimitedWarningsIss1183Suite audit:PASS (Opus 4.8 first try) — added side-effect-free DeprecationProcessingLogger.willEmit(dep) mirroring handleDeprecation's 3 non-fatal drops (future-not-opted-in/silenced/repetition-limited), gated _warnings on it (pre-increment, before warnForDeprecation) at all 3 visitor sites; removed dead _isDeprecationSilenced. dart-sass single-emission-path faithful (deprecation_processing.dart _handleDeprecation). stash proof-of-red (7 slash-div triggers leak vs <=5); guard 3->3 no over-suppression; SilencedWarnings996 2/0 DeprecationSuite 18/0 EvaluatorStrictness 9/0 CompileSuite 246/0; all-3-platform compile; covenant Logger ok, EvaluateVisitor pre-existing 2->2 (visitContentBlock UOE, itself a faithful dart-sass port, unrelated). PROCESS: contained willEmit-predicate fix (not the feared interface/tracking-sink refactor); Opus 4.6 implementer caught the _warnWithSpan ordering (gate before warnForDeprecation increments). ratchet CLEAN shortcut_hits 131	2026-06-21	manual
ISS-1184	ssg-js/src/main/scala/ssg/js/compress/CompressorOptions.scala	bug	resolved	low	 — red:4b2d3617 fix:7a09a4ed test:SequencesDefaultLimitIss1184Suite audit:PASS (Opus 4.8 first try) — sequences default + true-mapping now 800 per terser index.js:327 (sequences==1?800; JS true==1 so default sequences:true->800); fixed CompressorOptions.sequencesLimit 200->800, CompressorLike+TightenBody case true 200->800, corrected docstring; numeric values still honored (ISS-1038), Compressor:255 numeric-1 remap unchanged. stash proof-of-red (default 200 vs 800). BLAST RADIUS zero regression — CompressSequencesSuite 43/0 CompressDefaults 11/0 MinifySuite 46/0 +8 suites (163 tests); all-3-platform compile; covenant CompressorOptions/CompressorLike ok, TightenBody pre-existing fail 2->2 unchanged. ratchet CLEAN shortcut_hits 131	2026-06-21	manual
ISS-1185	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/class_/ClassDb.scala	incomplete-port	resolved	low	 — red:stash(stash ClassDb -> ClassSandboxLinkTargetIss1185Suite compile FAIL 'value securityLevel is not a member of ClassDb') fix:a712d084 test:ClassSandboxLinkTargetIss1185Suite audit:PASS (Opus 4.8 port-auditor first try) — ClassDb.setLink now forces linkTarget=Nullable(_top) under securityLevel==sandbox else sanitizeText(target) (classDb.ts:276-281); added securityLevel field to ClassDb (mirrors FlowchartDb) + threaded config.securityLevel before parse via ClassDiagram.render (mirrors FlowchartDiagram); upstream else-_blank covered by ClassParser (_blank when LINK_TARGET omitted). ClassDb-ONLY — issue's FlowchartDb mention is a misattribution (flowchart sandbox->_top is renderer-side, already correct per ISS-1181). compile-gated stash proof-of-red; all-3-platform compile clean; ClassLinkSanitize 2/0 ClassDiagramSuite 224/0 FlowchartNoTargetIss1181 4/0; not covenanted; flowchart untouched. ratchet CLEAN shortcut_hits 131	2026-06-21	manual
ISS-1186	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/sequence/SequenceParser.scala	incomplete-port	open	low	[R0610-P1] sequence addALink missing-'@' handling diverges from upstream on MALFORMED input: upstream sequenceDb.ts:385-403 does NOT guard sep==-1, so a 'link' payload with no '@' produces a malformed entry inside the try (label=slice(0,-2), link=slice(0)) yet still inserts it; the SSG port (SequenceParser.tryParseLink/parseALinkMap) guards if(sep>=1) and yields an EMPTY map (no link added) on a missing '@'. This only differs on invalid input (a valid 'label @ url' pair is byte-identical), and the SSG behavior is arguably safer, but it is a documented deviation from upstream's exact malformed-input behavior. Surfaced + documented during ISS-1067 audit (out of scope — ISS-1067 DoD was the throw + the 4 statements on valid input, both done). Faithful fix if exact parity needed: mirror upstream's unguarded slice semantics.	2026-06-14	manual
ISS-1187	ssg-js/src/test/scalajvm/ssg/js/compress/CompressIssue1704Suite.scala	missing-test	resolved	low	 — fix:046e1d85 test:CompressIssue1704Suite audit:PASS (Opus 4.8 first try) — fleshed 12 vacuous mangle_catch_redef .fail stubs from issue-1704.js:177-432: 2 LIVE (redef_3/redef_ie8_3 :368/:413, nested-func, match terser verbatim), 8 PINNED (redef_1/redef_2 x ie8/toplevel :195-347, catch-param-redef-by-var CRASHES minify=ISS-1231, .fail+same-line ISS-1231 citation+verbatim expect_exact), 2 OMITTED (redef_3_toplevel/_ie8_toplevel :372/:417, upstream expect_stdout-only, no JS runtime=C11 tautology risk). Suite 18/18. Auditor verbatim-checked all 10 expect_exact byte-identical vs upstream + mutation-probed the 8 pins to genuinely crash on ISS-1231. orchestrator probed; Opus 4.6 implementer produced final form (C13 separation). RATCHET IMPROVED fail_marks_ssg-js 911->906 (baseline updated). Filed ISS-1231 (the uncovered crash bug). Process note: orchestrator's probe was reverted; implementer wrote the deliverable.	2026-06-21	manual
ISS-1188	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	bug	resolved	high	 — red:923f7b39 fix:5a37dfbf test:ssg.js.compress.CollapseVarsRemoveCandidateIss1147Suite+74-revived audit:PASS — root-cause record for the collapse_vars dormancy behind ISS-1147; resolved by the same 5-fix revival (merged 5a37dfbf): activeWalker live-ancestry reads (buildParentWalker/findLoopScopeTry), handleCustomScanOrder null-descend, removeCandidate in_list TransformSkip, getLhs const guard; port-auditor verified all 5 faithful to tighten-body.js; 74 collapse_vars/sequences/reduce_vars tests revived (fail_marks_ssg-js 1144->1070); FOLLOW-UP noted: global Compressor.parent() live-ancestry delegation candidate (7-regression blast radius, needs dedicated call-site audit)	2026-06-14	manual
ISS-1189	ssg-minify/src/main/scala/ssg/minify/css/CssEnhancedCompressor.scala	incomplete-port	resolved	high	 — red:auditor-demo(place-* brace-bounded collapse failed: Scala left '.a{align-items:center;justify-items:center}' unchanged vs Ruby oracle '.a{place-items:center}') fix:f4e9f9d9 test:ssg.minify.CssEnhancedIss1030Suite(place-items/content/self brace+semicolon+negative) audit:PASS — \1-as-prefix emulation: group2 [^;}]+, case-insensitive regionMatches + leftover-tail re-emit; oracle byte-identical incl mixed-case (Ruby /i backref is case-insensitive)	2026-06-15	manual
ISS-1190	ssg-minify/src/main/scala/ssg/minify/css/CssEnhancedCompressor.scala	incomplete-port	resolved	high	 — red:auditor-demo(border-color/style \2-backtracking collapse failed: Scala left '.a{border:1px solid red;border-color:red}' unchanged vs Ruby oracle '.a{border:1px solid red}') fix:f4e9f9d9 test:ssg.minify.CssEnhancedIss1030Suite(border-color brace+semicolon+negative) audit:PASS — borderTokenBackrefMatches: earliest whitespace-preceded case-insensitive occurrence; oracle byte-identical incl mixed-case Red/Solid/1PX	2026-06-15	manual
ISS-1191	ssg-minify/src/test/scala/ssg/minify/CssEnhancedIss1030Suite.scala	incomplete-port	resolved	medium	 — red:auditor-demo(suite had zero place-*/border-color differential cases — 1189/1190 shipped uncaught in pass 1) fix:f4e9f9d9 test:ssg.minify.CssEnhancedIss1030Suite(38 total; +12 differential) audit:PASS — per-transform brace/semicolon/negative cases asserting Ruby-oracle values	2026-06-15	manual
ISS-1192	ssg-js/src/main/scala/ssg/js/compress/Inline.scala	incomplete-port	resolved	medium	 — red:stash(git stash Inline.scala → InlineAncestryIss1192Suite 3/3 RED + DropUnused 7/ReduceVars 51/Functions 12 un-pinned tests RED = per-suite removal counts) fix:289d8cfc test:ssg.js.compress.InlineAncestryIss1192Suite(3) audit:PASS — 3 guards migrated compressor.parent()→liveParent/findScopeLive (faithful vs terser inline.js:123/common.js:357/inline.js:171,173, auditor line-verified); isRecursiveRef live fixes real bug (recursive refs wrongly flattened, inline.js:414); latent AstClass CCE fixed type-guarded (inline.js:240); 99 now-terser-correct .fail un-pinned (ONLY markers, NO expectation changed — auditor C11-verified + live terser-5.46.1 oracle confirmed fixtures terser-derived); Mutation A guard-3-dead→102 tests red proves migration load-bearing; ssg-js 2682/1 JVM (ISS-1218 pre-existing) + 487/0 JS/Native no regression; covenant verified; RATCHET IMPROVED fail_marks_ssg-js 1015→916 (baseline lowered); filed missing-test follow-up for guard-1/2 independent test sensitivity (non-blocking, auditor recommendation)	2026-06-19	manual
ISS-1193	ssg-js/src/main/scala/ssg/js/compress/CompressorOptions.scala	api-fidelity	open	low	[R0610-P1] resolveDefaults majority-match heuristic is fragile: when a caller builds CompressorOptions.NoDefaults.copy(...) enabling ≥~13 gated passes and routes it through a public entry (Terser.minify/Compressor.apply), the matchesDefaults-vs-matchesNoDefaults count ties/flips and resolveDefaults CLOBBERS the explicitly-enabled passes back off (same misfire class as the ISS-1034 bounce-1 regression). NOT production-reachable today (no production caller builds NoDefaults.copy(many) through an entry) and within ISS-1034's documented value-comparison limitation, but a latent footgun. Proper fix: presence-tracking — convert the gated CompressorOptions fields to Option[Boolean] (None=unset→!false_by_default) so defaults=false exactly matches terser's HOP-based defaults() (index.js:220-281) without the heuristic. Deferred from ISS-1034 (user chose the NoDefaults-wiring approach over the Option refactor).	2026-06-16	manual
ISS-1194	ssg-js/src/main/scala/ssg/js/parse/Token.scala	incomplete-port	open	low	"[R0610-P1] SSG Token.isIdentifierStart/isIdentifierChar use Java Character.getType category checks (modern Unicode) which diverge from terser's vendored UNICODE.ID_Start/ID_Continue tables (an older Unicode snapshot). Concrete divergence: U+0EB3 (LAO VOWEL SIGN AM, category OTHER_LETTER) is accepted as an identifier char by SSG but excluded by terser's table — so SSG emits a.<U+0EB3> (dot) where terser emits a[""<U+0EB3>""] (bracket). SSG is internally consistent (parser + printer both accept it via Token.isIdentifierString) but diverges from terser byte-output on such chars. Surfaced during ISS-1041 (the faithful is_identifier_string wiring exposed it in printDot/printPropertyName). Faithful-parity fix if needed: vendor terser's UNICODE ID_Start/ID_Continue tables (lib/utils/first_in_statement or the unicode data terser bundles) instead of Character.getType. Low — affects only non-ASCII identifier chars where the Unicode versions disagree."	2026-06-16	manual
ISS-1195	ssg-graphs-commons/src/main/scala/ssg/graphs/commons/layout/dagre/DagreLayout.scala	bug	resolved	critical	 — red:72c0c888(daemon-guarded 15s-timeout repro: composite-state render hung) fix:93538b61 test:ssg.mermaid.StateCompositeHangIss1195Suite+StateDividerRenderIss1064Suite audit:PASS — USER DECISION fix-now. Reordered DagreLayout.layout to dagre runLayout sequence (Nesting.run BEFORE Rank.rank, cleanup after removeEmptyRanks) — call-order only; THEN an edge-free composite exposed a 2nd hang → faithful rewrite of Nesting.scala (port of dagre nesting-graph.js: border-pair top/bottom wiring, nodeSep=2*height+1 minlen scaling, nodeRankFactor, treeDepths/sumWeights) + DagreUtil.simplify excludes compound parents (= dagre asNonCompoundGraph) + removeEmptyRanks uses nodeRankFactor; both feasibleTree connectivity hangs (disconnected + edge-free compound) fixed; proof-of-red 15s→0.09s; NO regression (ssg-mermaid 620/0, ssg-graphviz 350/0 incl LayoutSuite, ssg-graphs-commons 13/0, coordinate snapshots unchanged; RankIss1129* still 5/5); compile JVM/JS/Native; port-auditor (Opus 4.8) verified Nesting line-by-line faithful to dagre; ratchet shortcut 167→142 (--update, DagreLayout phase-comment rewording, net of +2); covenant 98; 1 bounce (end-to-end render gap → exposed the edge-free hang); dagre-js still unvendored (ISS-1072)	2026-06-16	manual
ISS-1196	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/gantt/GanttDb.scala	incomplete-port	resolved	low	 — red:caa76a1b fix:6ecb2ff4 test:GanttDateFormatIss1196Suite audit:PASS (Opus 4.8 port-auditor first try) — gantt parseDateString now honors the configured dateFormat: added dayjsToJavaTimePattern converter (Y->y, D->d day-of-month [java.time D=day-of-year], M/H/h/m/s coincide, [literal]->'literal') and tries the converted dateFormat as the PRIMARY format with the 4 hardcoded patterns as lenient fallback (matches ganttDb.js getStartDate:292 dayjs(str,dateFormat,true) configured-first + new Date(str) lenient-fallback). stash proof-of-red (custom MM/DD/YYYY '02/01/2019' falls back to today w/o fix); auditor verified the right date component (Feb 1 not Jan 2) + D->d/M-vs-m mappings; GanttIss1066 5/0 GanttDiagram 12/0; all-3-platform compile (DateTimeFormatter via scala-java-time); targeted catches (DateTimeParseException+IllegalArgumentException, not blanket); GanttDb not covenanted. Exotic dayjs tokens (Do/A/Q/W/X/Z) unsupported -> lenient fallback; filed as P3 follow-up. minor: 1 dead defensive outer-catch (converter never throws; harmless). ratchet CLEAN shortcut_hits 131	2026-06-21	manual
ISS-1197	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/gantt/GanttDb.scala	incomplete-port	open	low	[R0610-P1] gantt compileTasks() is a near-no-op vs upstream multi-pass after/dependency resolution (ganttDb.js compileTasks + getStartDate 'after' handling): tasks with 'after <id>' start-dependencies and the iterative re-resolution pass are not fully ported. Surfaced during ISS-1066. Faithful fix: port the multi-pass after/dependency resolution.	2026-06-16	manual
ISS-1198	ssg-graphs-commons/src/main/scala/ssg/graphs/commons/layout/dagre/DagreUtil.scala	bug	resolved	high	 — red:a5c52422(NormalizeRanksIss1198Suite: real DagreLayout.layout on a diamond → node 'a' non-normalized rank -4 / overlap at default x=25) fix:bebce92d test:ssg.graphs.commons.layout.dagre.NormalizeRanksIss1198Suite(2) audit:PASS — DagreUtil.normalizeRanks/removeEmptyRanks/buildLayerMatrix replaced the broken rank>=0 filter with a STRUCTURAL hasRank(g,v)=!g.isCompound||g.children(v).isEmpty predicate (= the set simplify() ranks = dagre _.has(node,'rank'); only compound parents excluded). KEY: NodeLabel.rank defaults to -1, which COLLIDES with legitimate negative longestPath ranks (diamond b=c=-1 are real), so a value-based filter (rank>=0 or rank!=-1) is fundamentally wrong — hence the structural predicate. normalizeRanks now mins over all ranked nodes + shifts all (faithful to dagre util.js); Order/assignRankMinMax rank>=0 left alone (run post-normalize, real ranks >=0). port-auditor (Opus 4.8) verified hasRank exactly faithful + proof-of-red (rank -4 without fix) + NO regression (ssg-mermaid 625/0, ssg-graphviz 350/0, ssg-graphs-commons 15/0, compound StateDiagram/StateDivider spot-check zero snapshot shift — production was masked by Nesting border nodes keeping ranks non-negative); compile JVM/JS/Native; ratchet CLEAN shortcut 142/covenant 98/fail_marks unchanged; 0 bounces; 4th dagre bug fixed this campaign (ISS-1129/1131 networkSimplex, ISS-1195 nesting-order, ISS-1198 normalize); found by ISS-1075's invariant suite; NOTE ISS-1075 now UNBLOCKED+parked (fix/ISS-1075-dagre-invariants) — finish by switching invariants 2&4 to the real DagreLayout.layout	2026-06-16	manual
ISS-1199	ssg-highlight/src/test/scala/ssg/highlight/HtmlHighlightRendererIss1097Suite.scala	missing-test	resolved	low	 — ADJUDICATED STALE (already covered, no new test needed). ISS-1199's DoD ('renderer test with two co-starting spans of different endByte asserting wider opens first') is MET by the pre-existing HtmlHighlightRendererOverlapPolicySuite test 'policy: span starting at the same offset opens widest-first' (HtmlHighlightRendererOverlapPolicySuite.scala:41-52: narrow[2,3]+wide[2,5] co-starting at 2, asserts wide wraps narrow). That suite was added by ISS-1091 (8c085010), PRE-DATING ISS-1199 (filed during ISS-1097 b44a6ba5). Orchestrator MUTATION-VERIFIED it is load-bearing: mutating HtmlHighlightRenderer.scala:82 sortBy(-s.endByte)->sortBy(s.endByte) makes that exact test FAIL (1/7); reverted, 7/7 green. The ISS-1097 auditor's 'mutation survived' was scoped to the ISS-1097 suite only and missed the ISS-1091 OverlapPolicySuite. fix:none(8c085010 pre-existing) test:HtmlHighlightRendererOverlapPolicySuite(widest-first, mutation-load-bearing) verdict:adjudicated-stale orchestrator-mutation-verified	2026-06-21	manual
ISS-1200	ssg-mermaid/src/main/scala/ssg/mermaid/Mermaid.scala	incomplete-port	resolved	medium	 — red:stash(FrontmatterInlineTitleIss1056Suite pie/gantt inline-title cases fail under frontmatter-after-parse ordering) fix:9a5fd944 test:FrontmatterInlineTitleIss1056Suite(4) audit:PASS — title precedence fixed within ISS-1056: frontmatter title applied BEFORE parse per Diagram.ts:41-44 so inline title overrides; 28 *Diagram.render reordered + 27 parser parse(input,db) overloads; no parser unconditionally resets db.title	2026-06-16	manual
ISS-1201	ssg-data-commons/src/main/scala/ssg/data/internal/compiletime/FromDataViewMacrosImpl.scala	incomplete-port	open	low	[R0610-P3] FromDataView is asymmetric with AsDataView after ISS-1057: AsDataView has HandleCollectionRule (Vector/List/Seq) but FromDataView gained only FromMapRule (no Vector/List/Seq rule), so a case class with a collection field round-trips As-but-not-From. Also FromDataView[Nullable[A]] yields Nullable[Nullable[A]] needing .flatten (NestedNone) — a FromDataView.value convenience would avoid the foot-gun. Found during ISS-1057. done = add a From collection rule mirroring AsDataView.HandleCollectionRule + nested-Nullable extraction convenience, with round-trip tests	2026-06-17	manual
ISS-1202	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/sequence/SequenceRenderer.scala	incomplete-port	open	medium	[R0610-P2] Sequence message wrap is plumbed but not rendered: ISS-1058 wired config.wrap -> SequenceDb.setWrap -> msg.wrap (faithful to sequenceDiagram.ts:13-14), but the sequence RENDERER never consumes msg.wrap — no utils.wrapLabel port, so wrapped messages are not actually line-broken in the SVG. Upstream svgDraw/utils.wrapLabel breaks long labels when wrap is set. done = port utils.wrapLabel into the sequence renderer so msg.wrap (and config.wrap default) visibly wraps message text, with a differential test. Spun out of ISS-1058.	2026-06-17	manual
ISS-1203	ssg-mermaid/src/main/scala/ssg/mermaid/MermaidConfig.scala	incomplete-port	open	medium	[R0610-P2] markdownAutoWrap has no consumer: ISS-1058 kept MermaidConfig.markdownAutoWrap (documented) but SSG has no markdown-string label path — upstream handle-markdown-text.ts (markdownToLines/preprocessMarkdown) honors markdownAutoWrap===false to disable soft-wrap space->&nbsp; collapsing; SSG labels only stripMarkdown. done = port the markdown label text path (handle-markdown-text.ts) so markdownAutoWrap has a faithful effect, with a differential test. Spun out of ISS-1058.	2026-06-17	manual
ISS-1204	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/flowchart/FlowchartRenderer.scala	incomplete-port	open	high	"[R0610-P1] look=handDrawn (rough.js sketch rendering) unsupported: MermaidConfig.look flows through (ISS-1057) and is documented-inert in SSG (ISS-1058) because no renderer consults it — SSG has no rough/handDrawn node+edge path (the .rough-node CSS in FlowchartStyles.scala:193 is dead static text). Upstream: flowDb.ts:882/918 copy config.look onto nodes; clusters.js:66/edges.js:513/shapes/*.ts branch if(node.look===""handDrawn"") to rough.js sketchy SVG. done = port the rough.js handDrawn renderer so look=""handDrawn"" produces sketch-style SVG, with a differential test. Spun out of ISS-1058 (user chose full-fidelity build-the-subsystem)."	2026-06-17	manual
ISS-1205	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/flowchart/FlowchartRenderer.scala	incomplete-port	resolved	high	 — red:stash(HtmlLabelsIss1205Suite ON cases fail when HtmlLabelHelper foreignObject branch reverted) fix:62c3d331 test:HtmlLabelsIss1205Suite(21) audit:PASS — ported rendering-util/createText.ts addHtmlSpan as shared HtmlLabelHelper + ShapeLabel chokepoint (11 flowchart shapes migrated, default SVG-text byte-identical); foreignObject>div(xhtml)>span.nodeLabel/edgeLabel; securityLevel gate = common.ts sanitizeMore port (loose=raw/strict-antiscript=removeScript/else escape <>=, FORBID style); htmlLabels wired for flowchart nodes+clusters, class title+member/method rows, state node+transition labels, er entity names, flowchart/class/state edge labels (edgeLabel span); ER relationship labels faithfully SVG (erRenderer.js:513-545 no htmlLabels branch); mindmap forced-false. sizing via TextMetrics keeps dagre inputs stable (no layout shift). 1 bounce (edge labels + class members initially SVG; covenant headers missing). gates ssg-mermaid 683/0, JVM/JS/Native+aggregator, shortcut 142, covenant 98 (2 new files verified+stamped). markdown-to-HTML=ISS-1203, look=ISS-1204.	2026-06-17	manual
ISS-1206	build.sbt	infra	resolved	critical	 — red:stash(no ssg-site module @more-improvements; smoke suite uncompilable pre-module — auditor stash-based proof-of-red) fix:1614758a test:ssg.site.Iss1206ScaffoldingSuite(6) audit:PASS — RE-SCOPED per user Q1 reversal (DB row text is stale 'remove ssg from compileOnly'; actual delivered work = create dedicated ssg-site module). New ssg-site projectMatrix, deps ONLY commons/data-commons/js/liquid/md/minify/sass (no heavy engines — the lightness that resolves the ISS-1213 native-link OOM) + kindlings-yaml-derivation %%%; added to Aliases published + root aggregate; ssg aggregator dependsOn ssg-site (re-export) and STAYS compileOnly. Smoke test Iss1206ScaffoldingSuite green ALL 3: JVM 6/6, JS 6/6, Native 6/6 (native links ~8s/136 IR files, NO OOM — dispositive proof the dedicated module resolves ISS-1213). Design doc Q1/§3.1/§5/§9/§10/§11 reconciled fold-into-ssg→dedicated-module with OOM rationale. orchestrator stamped Covenant: original on package.scala (SSG-native src/main); covenant_fail_total 98 (990/1088, not 99), shortcuts 142. Phase 0 DONE → unblocks ISS-1207. xref ISS-1213 (superseded), ISS-1055 umbrella.	2026-06-17	manual
ISS-1207	ssg/src/main/scala/ssg/SiteConfig.scala	infra	resolved	critical	 — red:stash(moved 5 ssg-site sources aside → test compile FAIL: Not Found FrontMatterBridge/SiteConfig) fix:43623b30 test:ssg.site.SiteConfigSuite(10)+ssg.site.FrontMatterBridgeSuite(10) audit:PASS — JVM/JS/Native 26/26 each; auditor 3 mutations each killed a named test (destination field, boolean tag, nested-map branch); exact-value assertEquals (40+13); kindlings-yaml bridge mirrors mermaid decoder; shortcut_hits 142 unchanged; PermalinkStyle/SiteFlavor minimal, resolution→ISS-1209	2026-06-19	manual
ISS-1208	ssg/src/main/scala/ssg/Site.scala	infra	resolved	critical	 — red:stash(moved Site/SourceScan/OutputWriter aside → test compile FAIL: Not found Site/SourceScan @ SiteBuildPhase2Suite:76,182) fix:b037ddb2 test:ssg.site.SiteBuildPhase2Suite(9) audit:PASS — JVM/JS/Native 9/9 each (35 total ×3); auditor 3 mutations each killed a named test (skip-Liquid→site/page-title cases red, drop _*-exclude→excluded-dirs test red, OutputWriter wrong-content→cases1-3 red proving disk read-back); byte-exact assertEquals on FileOps.readString output (NOT smoke); §3.2 buckets faithful incl destination/dotfile/exclude-include probed beyond tests; shortcut_hits 142 unchanged; layout/includes/permalinks→ISS-1209, sass/minify→ISS-1210, root-jail→ISS-1211	2026-06-19	manual
ISS-1209	ssg/src/main/scala/ssg/Site.scala	infra	resolved	critical	 — red:stash(git checkout HEAD on Site.scala → SiteBuildPhase3Suite compile FAIL: LayoutCycleException not a member @:226) fix:74417ca0 test:ssg.site.SiteBuildPhase3Suite(8) audit:PASS — JVM/JS/Native 8/8 each (43 total ×3); auditor 3 mutations each killed a named test (one-layer layout→case4 red, ignore-permalink-override→case6 red about.html not about/index.html, broken-include-root→case5 red); cases 4-7 byte-exact assertEquals on FileOps.readString incl case6 asserts BOTH about/index.html AND page.url==/about/; layout chain upward+visited-set cycle-guard (typed LayoutCycleException, no infinite loop); include_relative→ISS-1214(filed), root-jail→ISS-1211, sass/minify→ISS-1210; shortcut_hits 142 unchanged	2026-06-19	manual
ISS-1210	ssg/src/main/scala/ssg/Site.scala	infra	resolved	critical	 — red:stash(git stash Site.scala+BuildResult.scala → Phase4Suite compile FAIL: 'written is not a member of Vector[FilePath]' @:93) fix:377ff3ca test:ssg.site.SiteBuildPhase4Suite(8) audit:PASS — JVM/JS/Native 8/8 each (51 total ×3); auditor 3 mutations each killed a named test (minify no-op→case11 differential red, .scss-skips-sass→case8 red, missing-layout-rethrow→case9 red); cases 8/9/11 byte-exact; minify-oracle judged SOUND+non-tautological (independent direct Minifier.minifyFile vs pipeline); targeted catches SassException/MissingLayoutException/IllegalArg/IllegalState/IOException→BuildDiagnostic, NO blanket catch, LayoutCycleException still propagates; Phase2 migration .written-only no expectation changed (C11); failOnError verified; shortcut_hits 142 unchanged; filed ISS-1215 (minify-Warning path untested, P3 low); root-jail→ISS-1211, include_relative→ISS-1214	2026-06-19	manual
ISS-1211	ssg/src/main/scala/ssg/Site.scala	pit-of-success	resolved	critical	 — red:stash(revert Site.scala + move RootJail.scala aside → Phase5 traversal tests red; case10a showed the real ISS-1020 vuln: file-read attempt .../source/_includes/../../../../etc/passwd.liquid) fix:fd06e8b7 test:ssg.site.SiteBuildPhase5Suite(6) audit:PASS — JVM/JS/Native 57/57 each; 2 bounces (1: raw null in findJailViolation→Option; 2: C8 sibling-prefix boundary regression test added, orchestrator-mutation-verified red→green); auditor 3 mutations + security analysis (normalize-before-check, separator boundary, absolute-name jailed, all-3-points check-before-IO, no bypass, build-continues loud diagnostics); jail at ssg-site boundary, ssg-liquid untouched; cross-ref ISS-1020 (pipeline-boundary artifact delivered — resolver-level hardening to assess when ISS-1020 picked); shortcut_hits 142 unchanged; include_relative→ISS-1214	2026-06-19	manual
ISS-1212	ssg-js/src/main/scala/ssg/js/parse/Token.scala	bug	resolved	critical	 — red:5c656921 fix:3c1ce111 test:ssg.js.parse.TokenIdentifierIss1212Suite(5) audit:PASS — Token.isIdentifierString used rest.codePoints().allMatch (String.codePoints→java.util.stream.IntStream, unavailable on Scala.js → Terser port failed fastLinkJS). Replaced with faithful cross-platform allCodePointsAreIdentifierChars (codePointAt+Character.charCount loop, short-circuit, exact allMatch semantics per terser parse.js:341-360, no return/null). Green ALL 3: JVM 5/5, JS 5/5, Native 5/5. Full ssg-js JVM 2664/2664 non-regressing. proof-of-red: revert line 363→fastLinkJS codePoints/IntStream error. gates: shortcut_hits 142, covenant intact. Discovery: the implementer's claimed native blocker (ScratchAuditOracleIss1136Suite ManglerOptions mismatch) was a GHOST — stale Jun-12 .nir in target/native-3 from deleted untracked source; ssg-jsNative/clean → native links+5/5; so NO third prereq. Prereq 1/2 for ISS-1206. xref ISS-1045.	2026-06-17	manual
